id,groupe_id,modificationDate,amount,status_id,numero_semaine,annee
1547,4,2023-09-30,-130,2,39,2023
1548,5,2023-09-30,-7,2,39,2023
1549,1,2023-10-01,-294,2,39,2023
1550,2,2023-10-01,-30,2,39,2023
1551,3,2023-10-01,-12,2,39,2023
1552,4,2023-10-01,-113,2,39,2023
1553,5,2023-10-01,-5,2,39,2023
1554,1,2023-10-02,-188,2,40,2023
1555,2,2023-10-02,-7,2,40,2023
1556,3,2023-10-02,-10,2,40,2023
1557,4,2023-10-02,-138,2,40,2023
1558,5,2023-10-02,-1,2,40,2023
1559,1,2023-10-03,-150,2,40,2023
1560,2,2023-10-03,-26,2,40,2023
1561,3,2023-10-03,-5,2,40,2023
1562,4,2023-10-03,-141,2,40,2023
1563,5,2023-10-03,-6,2,40,2023
1564,1,2023-10-04,-194,2,40,2023
1565,2,2023-10-04,-28,2,40,2023
1566,3,2023-10-04,-13,2,40,2023
1567,4,2023-10-04,-276,2,40,2023
1568,5,2023-10-04,-6,2,40,2023
1569,1,2023-10-05,-163,2,40,2023
1570,2,2023-10-05,-24,2,40,2023
1571,3,2023-10-05,-12,2,40,2023
1572,4,2023-10-05,-111,2,40,2023
1573,5,2023-10-05,-6,2,40,2023
1574,1,2023-10-06,-181,2,40,2023
1575,2,2023-10-06,-28,2,40,2023
1576,3,2023-10-06,-13,2,40,2023
1577,4,2023-10-06,-186,2,40,2023
1578,5,2023-10-06,-7,2,40,2023
1579,1,2023-10-07,-323,2,40,2023
1580,2,2023-10-07,-29,2,40,2023
1581,3,2023-10-07,-11,2,40,2023
1582,4,2023-10-07,-165,2,40,2023
1583,5,2023-10-07,-3,2,40,2023
1584,1,2023-10-08,-295,2,40,2023
1585,2,2023-10-08,-34,2,40,2023
1586,3,2023-10-08,-9,2,40,2023
1587,4,2023-10-08,-140,2,40,2023
1588,5,2023-10-08,-4,2,40,2023
1589,1,2023-10-09,-97,2,41,2023
1590,2,2023-10-09,-28,2,41,2023
1591,3,2023-10-09,-15,2,41,2023
1592,4,2023-10-09,-126,2,41,2023
1593,5,2023-10-09,-5,2,41,2023
1594,1,2023-10-10,-200,2,41,2023
1595,2,2023-10-10,-29,2,41,2023
1596,3,2023-10-10,-11,2,41,2023
1597,4,2023-10-10,-151,2,41,2023
1598,5,2023-10-10,-7,2,41,2023
1599,1,2023-10-11,-197,2,41,2023
1600,2,2023-10-11,-30,2,41,2023
1601,3,2023-10-11,-12,2,41,2023
1602,4,2023-10-11,-92,2,41,2023
1603,5,2023-10-11,-4,2,41,2023
1604,1,2023-10-12,-251,2,41,2023
1605,2,2023-10-12,-29,2,41,2023
1606,3,2023-10-12,-12,2,41,2023
1607,4,2023-10-12,-142,2,41,2023
1608,5,2023-10-12,-3,2,41,2023
1609,1,2023-10-13,-245,2,41,2023
1610,2,2023-10-13,-28,2,41,2023
1611,3,2023-10-13,-12,2,41,2023
1612,4,2023-10-13,-155,2,41,2023
1613,5,2023-10-13,-5,2,41,2023
1614,1,2023-10-14,-212,2,41,2023
1615,2,2023-10-14,-34,2,41,2023
1616,3,2023-10-14,-11,2,41,2023
1617,4,2023-10-14,-155,2,41,2023
1618,5,2023-10-14,-6,2,41,2023
1619,1,2023-10-15,-238,2,41,2023
1620,2,2023-10-15,-35,2,41,2023
1621,3,2023-10-15,-11,2,41,2023
1622,4,2023-10-15,-115,2,41,2023
1623,5,2023-10-15,-6,2,41,2023
1624,1,2023-10-16,-191,2,42,2023
1625,2,2023-10-16,-33,2,42,2023
1626,3,2023-10-16,-10,2,42,2023
1627,4,2023-10-16,-143,2,42,2023
1628,5,2023-10-16,-6,2,42,2023
1629,2,2023-10-17,-28,2,42,2023
1630,3,2023-10-17,-7,2,42,2023
1631,4,2023-10-17,-112,2,42,2023
1632,5,2023-10-17,-6,2,42,2023
1633,1,2023-10-18,-228,2,42,2023
1634,2,2023-10-18,-25,2,42,2023
1635,3,2023-10-18,-15,2,42,2023
1636,4,2023-10-18,-146,2,42,2023
1637,5,2023-10-18,-6,2,42,2023
1638,1,2023-10-19,-196,2,42,2023
1639,2,2023-10-19,-29,2,42,2023
1640,3,2023-10-19,-9,2,42,2023
1641,4,2023-10-19,-107,2,42,2023
1642,5,2023-10-19,-5,2,42,2023
1643,1,2023-10-20,-112,2,42,2023
1644,2,2023-10-20,-38,2,42,2023
1645,3,2023-10-20,-12,2,42,2023
1646,4,2023-10-20,-142,2,42,2023
1647,5,2023-10-20,-5,2,42,2023
1648,1,2023-10-21,-202,2,42,2023
1649,2,2023-10-21,-35,2,42,2023
1650,3,2023-10-21,-12,2,42,2023
1651,4,2023-10-21,-116,2,42,2023
1652,5,2023-10-21,-6,2,42,2023
1653,1,2023-10-22,-210,2,42,2023
1654,2,2023-10-22,-7,2,42,2023
1655,3,2023-10-22,-15,2,42,2023
1656,4,2023-10-22,-148,2,42,2023
1657,5,2023-10-22,-4,2,42,2023
1658,1,2023-10-23,-203,2,43,2023
1659,2,2023-10-23,-33,2,43,2023
1660,3,2023-10-23,-15,2,43,2023
1661,4,2023-10-23,-128,2,43,2023
1662,5,2023-10-23,-7,2,43,2023
1663,1,2023-10-24,-246,2,43,2023
1664,2,2023-10-24,-32,2,43,2023
1665,3,2023-10-24,-15,2,43,2023
1666,4,2023-10-24,-116,2,43,2023
1667,5,2023-10-24,-6,2,43,2023
1668,1,2023-10-25,-153,2,43,2023
1669,2,2023-10-25,-33,2,43,2023
1670,3,2023-10-25,-10,2,43,2023
1671,4,2023-10-25,-167,2,43,2023
1672,5,2023-10-25,-6,2,43,2023
1673,1,2023-10-26,-243,2,43,2023
1674,2,2023-10-26,-25,2,43,2023
1675,3,2023-10-26,-14,2,43,2023
1676,4,2023-10-26,-152,2,43,2023
1677,5,2023-10-26,-7,2,43,2023
1678,1,2023-10-27,-190,2,43,2023
1679,2,2023-10-27,-34,2,43,2023
1680,3,2023-10-27,-11,2,43,2023
1681,4,2023-10-27,-137,2,43,2023
1682,5,2023-10-27,-5,2,43,2023
1683,1,2023-10-28,-261,2,43,2023
1684,2,2023-10-28,-31,2,43,2023
1685,3,2023-10-28,-11,2,43,2023
1686,4,2023-10-28,-151,2,43,2023
1687,5,2023-10-28,-5,2,43,2023
1688,1,2023-10-29,-200,2,43,2023
1689,2,2023-10-29,-33,2,43,2023
1690,3,2023-10-29,-13,2,43,2023
1691,4,2023-10-29,-152,2,43,2023
1692,5,2023-10-29,-5,2,43,2023
1693,1,2023-10-30,-173,2,44,2023
1694,2,2023-10-30,-29,2,44,2023
1695,3,2023-10-30,-9,2,44,2023
1696,4,2023-10-30,-37,2,44,2023
1697,5,2023-10-30,-4,2,44,2023
1698,1,2023-10-31,-79,2,44,2023
1699,2,2023-10-31,-30,2,44,2023
1700,3,2023-10-31,-14,2,44,2023
1701,4,2023-10-31,-165,2,44,2023
1702,5,2023-10-31,-6,2,44,2023
1703,1,2023-11-01,-153,2,44,2023
1704,2,2023-11-01,-30,2,44,2023
1705,3,2023-11-01,-15,2,44,2023
1706,4,2023-11-01,-169,2,44,2023
1707,5,2023-11-01,-5,2,44,2023
1708,1,2023-11-02,-230,2,44,2023
1709,2,2023-11-02,-32,2,44,2023
1710,3,2023-11-02,-15,2,44,2023
1711,4,2023-11-02,-154,2,44,2023
1712,5,2023-11-02,-4,2,44,2023
1713,1,2023-11-03,-186,2,44,2023
1714,2,2023-11-03,-34,2,44,2023
1715,3,2023-11-03,-12,2,44,2023
1716,4,2023-11-03,-126,2,44,2023
1717,5,2023-11-03,-6,2,44,2023
1718,1,2023-11-04,-206,2,44,2023
1719,2,2023-11-04,-28,2,44,2023
1720,3,2023-11-04,-10,2,44,2023
1721,4,2023-11-04,-123,2,44,2023
1722,5,2023-11-04,-1,2,44,2023
1723,1,2023-11-05,-259,2,44,2023
1724,2,2023-11-05,-38,2,44,2023
1725,3,2023-11-05,-13,2,44,2023
1726,4,2023-11-05,-165,2,44,2023
1727,5,2023-11-05,-5,2,44,2023
1728,1,2023-11-06,-228,2,45,2023
1729,2,2023-11-06,-38,2,45,2023
1730,3,2023-11-06,-11,2,45,2023
1731,4,2023-11-06,-127,2,45,2023
1732,5,2023-11-06,-3,2,45,2023
1733,1,2023-11-07,-265,2,45,2023
1734,2,2023-11-07,-30,2,45,2023
1735,3,2023-11-07,-13,2,45,2023
1736,4,2023-11-07,-130,2,45,2023
1737,5,2023-11-07,-7,2,45,2023
1738,1,2023-11-08,-191,2,45,2023
1739,2,2023-11-08,-28,2,45,2023
1740,3,2023-11-08,-13,2,45,2023
1741,4,2023-11-08,-138,2,45,2023
1742,5,2023-11-08,-5,2,45,2023
1743,1,2023-11-09,-169,2,45,2023
1744,2,2023-11-09,-22,2,45,2023
1745,3,2023-11-09,-10,2,45,2023
1746,4,2023-11-09,-119,2,45,2023
1747,5,2023-11-09,-12,2,45,2023
1748,1,2023-11-10,-153,2,45,2023
1749,2,2023-11-10,-32,2,45,2023
1750,3,2023-11-10,-11,2,45,2023
1751,4,2023-11-10,-158,2,45,2023
1752,5,2023-11-10,-5,2,45,2023
1753,1,2023-11-11,-201,2,45,2023
1754,2,2023-11-11,-24,2,45,2023
1755,3,2023-11-11,-13,2,45,2023
1756,4,2023-11-11,-129,2,45,2023
1757,5,2023-11-11,-7,2,45,2023
1758,1,2023-11-12,-241,2,45,2023
1759,2,2023-11-12,-29,2,45,2023
1760,3,2023-11-12,-10,2,45,2023
1761,4,2023-11-12,-154,2,45,2023
1762,5,2023-11-12,-5,2,45,2023
1763,1,2023-11-13,-233,2,46,2023
1764,2,2023-11-13,-22,2,46,2023
1765,3,2023-11-13,-12,2,46,2023
1766,4,2023-11-13,-140,2,46,2023
1767,5,2023-11-13,-6,2,46,2023
1768,1,2023-11-14,-241,2,46,2023
1769,2,2023-11-14,-61,2,46,2023
1770,3,2023-11-14,-10,2,46,2023
1771,4,2023-11-14,-128,2,46,2023
1772,5,2023-11-14,-6,2,46,2023
1773,1,2023-11-15,-226,2,46,2023
1774,2,2023-11-15,-25,2,46,2023
1775,3,2023-11-15,-20,2,46,2023
1776,4,2023-11-15,-129,2,46,2023
1777,5,2023-11-15,-7,2,46,2023
1778,1,2023-11-16,-219,2,46,2023
1779,2,2023-11-16,-25,2,46,2023
1780,3,2023-11-16,-13,2,46,2023
1781,4,2023-11-16,-117,2,46,2023
1782,5,2023-11-16,-7,2,46,2023
1783,1,2023-11-17,-187,2,46,2023
1784,2,2023-11-17,-27,2,46,2023
1785,4,2023-11-17,-130,2,46,2023
1786,5,2023-11-17,-5,2,46,2023
1787,1,2023-11-18,-231,2,46,2023
1788,2,2023-11-18,-28,2,46,2023
1789,3,2023-11-18,-8,2,46,2023
1790,4,2023-11-18,-158,2,46,2023
1791,5,2023-11-18,-1,2,46,2023
1792,1,2023-11-19,-233,2,46,2023
1793,2,2023-11-19,-32,2,46,2023
1794,3,2023-11-19,-14,2,46,2023
1795,4,2023-11-19,-123,2,46,2023
1796,5,2023-11-19,-5,2,46,2023
1797,1,2023-11-20,-184,2,47,2023
1798,2,2023-11-20,-28,2,47,2023
1799,3,2023-11-20,-11,2,47,2023
1800,4,2023-11-20,-160,2,47,2023
1801,5,2023-11-20,-8,2,47,2023
1802,1,2023-11-21,-136,2,47,2023
1803,2,2023-11-21,-28,2,47,2023
1804,3,2023-11-21,-12,2,47,2023
1805,4,2023-11-21,-118,2,47,2023
1806,5,2023-11-21,-6,2,47,2023
1807,1,2023-11-22,-196,2,47,2023
1808,2,2023-11-22,-24,2,47,2023
1809,3,2023-11-22,-11,2,47,2023
1810,4,2023-11-22,-125,2,47,2023
1811,5,2023-11-22,-5,2,47,2023
1812,1,2023-11-23,-197,2,47,2023
1813,2,2023-11-23,-29,2,47,2023
1814,3,2023-11-23,-11,2,47,2023
1815,4,2023-11-23,-112,2,47,2023
1816,5,2023-11-23,-6,2,47,2023
1817,1,2023-11-24,-185,2,47,2023
1818,2,2023-11-24,-24,2,47,2023
1819,3,2023-11-24,-11,2,47,2023
1820,4,2023-11-24,-116,2,47,2023
1821,5,2023-11-24,-6,2,47,2023
1822,1,2023-11-25,-215,2,47,2023
1823,2,2023-11-25,-31,2,47,2023
1824,3,2023-11-25,-12,2,47,2023
1825,4,2023-11-25,-128,2,47,2023
1826,5,2023-11-25,-7,2,47,2023
1827,1,2023-11-26,-226,2,47,2023
1828,2,2023-11-26,-31,2,47,2023
1829,3,2023-11-26,-13,2,47,2023
1830,5,2023-11-26,-5,2,47,2023
1831,1,2023-11-27,-222,2,48,2023
1832,2,2023-11-27,-24,2,48,2023
1833,3,2023-11-27,-9,2,48,2023
1834,4,2023-11-27,-127,2,48,2023
1835,5,2023-11-27,-6,2,48,2023
1836,1,2023-11-28,-289,2,48,2023
1837,2,2023-11-28,-32,2,48,2023
1838,3,2023-11-28,-3,2,48,2023
1839,4,2023-11-28,-117,2,48,2023
1840,5,2023-11-28,-7,2,48,2023
1841,1,2023-11-29,-256,2,48,2023
1842,2,2023-11-29,-32,2,48,2023
1843,3,2023-11-29,-10,2,48,2023
1844,4,2023-11-29,-146,2,48,2023
1845,5,2023-11-29,-7,2,48,2023
1846,1,2023-11-30,-230,2,48,2023
1847,2,2023-11-30,-33,2,48,2023
1848,3,2023-11-30,-11,2,48,2023
1849,4,2023-11-30,-138,2,48,2023
1850,5,2023-11-30,-4,2,48,2023
1851,1,2023-12-01,-196,2,48,2023
1852,2,2023-12-01,-28,2,48,2023
1853,3,2023-12-01,-9,2,48,2023
1854,4,2023-12-01,-143,2,48,2023
1855,5,2023-12-01,-6,2,48,2023
1856,1,2023-12-02,-259,2,48,2023
1857,2,2023-12-02,-14,2,48,2023
1858,3,2023-12-02,-7,2,48,2023
1859,4,2023-12-02,-145,2,48,2023
1860,5,2023-12-02,-1,2,48,2023
1861,1,2023-12-03,-215,2,48,2023
1862,2,2023-12-03,-23,2,48,2023
1863,3,2023-12-03,-7,2,48,2023
1864,4,2023-12-03,-108,2,48,2023
1865,5,2023-12-03,-4,2,48,2023
1866,1,2023-12-04,-193,2,49,2023
1867,2,2023-12-04,-30,2,49,2023
1868,3,2023-12-04,-13,2,49,2023
1869,4,2023-12-04,-143,2,49,2023
1870,5,2023-12-04,-5,2,49,2023
1871,1,2023-12-05,-91,2,49,2023
1872,2,2023-12-05,-37,2,49,2023
1873,3,2023-12-05,-13,2,49,2023
1874,4,2023-12-05,-140,2,49,2023
1875,5,2023-12-05,-6,2,49,2023
1876,1,2023-12-06,-206,2,49,2023
1877,2,2023-12-06,-30,2,49,2023
1878,3,2023-12-06,-13,2,49,2023
1879,4,2023-12-06,-143,2,49,2023
1880,5,2023-12-06,-5,2,49,2023
1881,1,2023-12-07,-192,2,49,2023
1882,2,2023-12-07,-28,2,49,2023
1883,3,2023-12-07,-12,2,49,2023
1884,4,2023-12-07,-130,2,49,2023
1885,5,2023-12-07,-5,2,49,2023
1886,1,2023-12-08,-233,2,49,2023
1887,2,2023-12-08,-34,2,49,2023
1888,3,2023-12-08,-3,2,49,2023
1889,4,2023-12-08,-104,2,49,2023
1890,5,2023-12-08,-5,2,49,2023
1891,1,2023-12-09,-225,2,49,2023
1892,2,2023-12-09,-27,2,49,2023
1893,3,2023-12-09,-10,2,49,2023
1894,4,2023-12-09,-160,2,49,2023
1895,5,2023-12-09,-4,2,49,2023
1896,1,2023-12-10,-55,2,49,2023
1897,2,2023-12-10,-28,2,49,2023
1898,3,2023-12-10,-9,2,49,2023
1899,4,2023-12-10,-147,2,49,2023
1900,5,2023-12-10,-7,2,49,2023
1901,1,2023-12-11,-209,2,50,2023
1902,2,2023-12-11,-22,2,50,2023
1903,3,2023-12-11,-15,2,50,2023
1904,4,2023-12-11,-113,2,50,2023
1905,5,2023-12-11,-4,2,50,2023
1906,1,2023-12-12,-213,2,50,2023
1907,2,2023-12-12,-24,2,50,2023
1908,3,2023-12-12,-5,2,50,2023
1909,4,2023-12-12,-106,2,50,2023
1910,5,2023-12-12,-6,2,50,2023
1911,1,2023-12-13,-157,2,50,2023
1912,2,2023-12-13,-26,2,50,2023
1913,3,2023-12-13,-8,2,50,2023
1914,4,2023-12-13,-106,2,50,2023
1915,5,2023-12-13,-7,2,50,2023
1916,1,2023-12-14,-191,2,50,2023
1917,2,2023-12-14,-41,2,50,2023
1918,3,2023-12-14,-10,2,50,2023
1919,4,2023-12-14,-104,2,50,2023
1920,5,2023-12-14,-6,2,50,2023
1921,1,2023-12-15,-182,2,50,2023
1922,2,2023-12-15,-21,2,50,2023
1923,3,2023-12-15,-11,2,50,2023
1924,4,2023-12-15,-120,2,50,2023
1925,5,2023-12-15,-5,2,50,2023
1926,1,2023-12-16,-272,2,50,2023
1927,2,2023-12-16,-35,2,50,2023
1928,3,2023-12-16,-11,2,50,2023
1929,4,2023-12-16,-143,2,50,2023
1930,5,2023-12-16,-6,2,50,2023
1931,1,2023-12-17,-211,2,50,2023
1932,2,2023-12-17,-25,2,50,2023
1933,3,2023-12-17,-11,2,50,2023
1934,4,2023-12-17,-166,2,50,2023
1935,5,2023-12-17,-6,2,50,2023
1936,1,2023-12-18,-202,2,51,2023
1937,2,2023-12-18,-30,2,51,2023
1938,3,2023-12-18,-10,2,51,2023
1939,4,2023-12-18,-145,2,51,2023
1940,5,2023-12-18,-4,2,51,2023
1941,1,2023-12-19,-253,2,51,2023
1942,2,2023-12-19,-31,2,51,2023
1943,3,2023-12-19,-11,2,51,2023
1944,4,2023-12-19,-91,2,51,2023
1945,5,2023-12-19,-6,2,51,2023
1946,1,2023-12-20,-252,2,51,2023
1947,2,2023-12-20,-24,2,51,2023
1948,3,2023-12-20,-8,2,51,2023
1949,4,2023-12-20,-146,2,51,2023
1950,5,2023-12-20,-5,2,51,2023
1951,1,2023-12-21,-44,2,51,2023
1952,2,2023-12-21,-24,2,51,2023
1953,3,2023-12-21,-14,2,51,2023
1954,4,2023-12-21,-113,2,51,2023
1955,5,2023-12-21,-4,2,51,2023
1956,1,2023-12-22,-188,2,51,2023
1957,2,2023-12-22,-29,2,51,2023
1958,3,2023-12-22,-13,2,51,2023
1959,4,2023-12-22,-140,2,51,2023
1960,5,2023-12-22,-6,2,51,2023
1961,1,2023-12-23,-212,2,51,2023
1962,2,2023-12-23,-29,2,51,2023
1963,3,2023-12-23,-10,2,51,2023
1964,4,2023-12-23,-156,2,51,2023
1965,5,2023-12-23,-5,2,51,2023
1966,1,2023-12-24,-455,2,51,2023
1967,2,2023-12-24,-51,2,51,2023
1968,3,2023-12-24,-19,2,51,2023
1969,4,2023-12-24,-253,2,51,2023
1970,5,2023-12-24,-9,2,51,2023
1971,1,2023-12-25,-441,2,52,2023
1972,2,2023-12-25,-61,2,52,2023
1973,3,2023-12-25,-24,2,52,2023
1974,4,2023-12-25,-261,2,52,2023
1975,5,2023-12-25,-10,2,52,2023
1976,1,2023-12-26,-410,2,52,2023
1977,2,2023-12-26,-72,2,52,2023
1978,3,2023-12-26,-22,2,52,2023
1979,5,2023-12-26,-7,2,52,2023
1980,1,2023-12-27,-421,2,52,2023
1981,2,2023-12-27,-69,2,52,2023
1982,3,2023-12-27,-21,2,52,2023
1983,4,2023-12-27,-281,2,52,2023
1984,5,2023-12-27,-10,2,52,2023
1985,1,2023-12-28,-469,2,52,2023
1986,2,2023-12-28,-48,2,52,2023
1987,3,2023-12-28,-21,2,52,2023
1988,4,2023-12-28,-250,2,52,2023
1989,5,2023-12-28,-7,2,52,2023
1990,1,2023-12-29,-367,2,52,2023
1991,2,2023-12-29,-55,2,52,2023
1992,3,2023-12-29,-51,2,52,2023
1993,4,2023-12-29,-272,2,52,2023
1994,5,2023-12-29,-10,2,52,2023
1995,1,2023-12-30,-384,2,52,2023
1996,2,2023-12-30,-34,2,52,2023
1997,3,2023-12-30,-28,2,52,2023
1998,4,2023-12-30,-224,2,52,2023
1999,5,2023-12-30,-11,2,52,2023
2000,1,2023-12-31,-201,2,52,2023
2001,2,2023-12-31,-51,2,52,2023
2002,3,2023-12-31,-21,2,52,2023
2003,4,2023-12-31,-220,2,52,2023
2004,5,2023-12-31,-4,2,52,2023
2005,1,2024-01-01,-260,2,1,2024
2006,2,2024-01-01,-37,2,1,2024
2007,3,2024-01-01,-17,2,1,2024
2008,4,2024-01-01,-184,2,1,2024
2009,5,2024-01-01,-9,2,1,2024
2010,1,2024-01-02,-579,2,1,2024
2011,2,2024-01-02,-37,2,1,2024
2012,3,2024-01-02,-20,2,1,2024
2013,4,2024-01-02,-214,2,1,2024
2014,5,2024-01-02,-10,2,1,2024
2015,1,2024-01-03,-324,2,1,2024
2016,2,2024-01-03,-44,2,1,2024
2017,3,2024-01-03,-19,2,1,2024
2018,4,2024-01-03,-149,2,1,2024
2019,5,2024-01-03,-7,2,1,2024
2020,1,2024-01-04,-187,2,1,2024
2021,3,2024-01-04,-7,2,1,2024
2022,4,2024-01-04,-119,2,1,2024
2023,5,2024-01-04,-6,2,1,2024
2024,1,2024-01-05,-184,2,1,2024
2025,2,2024-01-05,-27,2,1,2024
2026,3,2024-01-05,-11,2,1,2024
2027,4,2024-01-05,-134,2,1,2024
2028,5,2024-01-05,-6,2,1,2024
2029,1,2024-01-06,-277,2,1,2024
2030,2,2024-01-06,-21,2,1,2024
2031,3,2024-01-06,-10,2,1,2024
2032,4,2024-01-06,-233,2,1,2024
2033,5,2024-01-06,-5,2,1,2024
2034,1,2024-01-07,-232,2,1,2024
2035,2,2024-01-07,-35,2,1,2024
2036,3,2024-01-07,-13,2,1,2024
2037,4,2024-01-07,-104,2,1,2024
2038,5,2024-01-07,-6,2,1,2024
2039,1,2024-01-08,-173,2,2,2024
2040,2,2024-01-08,-28,2,2,2024
2041,3,2024-01-08,-13,2,2,2024
2042,4,2024-01-08,-130,2,2,2024
2043,5,2024-01-08,-4,2,2,2024
2044,1,2024-01-09,-222,2,2,2024
2045,2,2024-01-09,-33,2,2,2024
2046,3,2024-01-09,-10,2,2,2024
2047,4,2024-01-09,-118,2,2,2024
2048,5,2024-01-09,-5,2,2,2024
2049,1,2024-01-10,-210,2,2,2024
2050,2,2024-01-10,-28,2,2,2024
2051,3,2024-01-10,-12,2,2,2024
2052,4,2024-01-10,-226,2,2,2024
2053,5,2024-01-10,-7,2,2,2024
2054,1,2024-01-11,-207,2,2,2024
2055,2,2024-01-11,-34,2,2,2024
2056,3,2024-01-11,-10,2,2,2024
2057,4,2024-01-11,-96,2,2,2024
2058,5,2024-01-11,-6,2,2,2024
2059,1,2024-01-12,-206,2,2,2024
2060,2,2024-01-12,-22,2,2,2024
2061,3,2024-01-12,-10,2,2,2024
2062,4,2024-01-12,-128,2,2,2024
2063,5,2024-01-12,-6,2,2,2024
2064,1,2024-01-13,-178,2,2,2024
2065,2,2024-01-13,-25,2,2,2024
2066,3,2024-01-13,-11,2,2,2024
2067,4,2024-01-13,-102,2,2,2024
2068,5,2024-01-13,-4,2,2,2024
2069,1,2024-01-14,-213,2,2,2024
2070,2,2024-01-14,-32,2,2,2024
2071,3,2024-01-14,-27,2,2,2024
2072,4,2024-01-14,-133,2,2,2024
2073,5,2024-01-14,-5,2,2,2024
2074,1,2024-01-15,-101,2,3,2024
2075,2,2024-01-15,-28,2,3,2024
2076,3,2024-01-15,-9,2,3,2024
2077,4,2024-01-15,-127,2,3,2024
2078,5,2024-01-15,-7,2,3,2024
2079,1,2024-01-16,-171,2,3,2024
2080,2,2024-01-16,-34,2,3,2024
2081,3,2024-01-16,-9,2,3,2024
2082,4,2024-01-16,-159,2,3,2024
2083,5,2024-01-16,-6,2,3,2024
2084,1,2024-01-17,-174,2,3,2024
2085,2,2024-01-17,-27,2,3,2024
2086,3,2024-01-17,-11,2,3,2024
2087,4,2024-01-17,-299,2,3,2024
2088,5,2024-01-17,-6,2,3,2024
2089,1,2024-01-18,-215,2,3,2024
2090,2,2024-01-18,-32,2,3,2024
2091,3,2024-01-18,-9,2,3,2024
2092,4,2024-01-18,-132,2,3,2024
2093,5,2024-01-18,-6,2,3,2024
2094,1,2024-01-19,-72,2,3,2024
2095,2,2024-01-19,-29,2,3,2024
2096,3,2024-01-19,-11,2,3,2024
2097,4,2024-01-19,-41,2,3,2024
2098,5,2024-01-19,-8,2,3,2024
2099,1,2024-01-20,-284,2,3,2024
2100,2,2024-01-20,-30,2,3,2024
2101,3,2024-01-20,-13,2,3,2024
2102,4,2024-01-20,-140,2,3,2024
2103,5,2024-01-20,-6,2,3,2024
2104,1,2024-01-21,-286,2,3,2024
2105,2,2024-01-21,-31,2,3,2024
2106,3,2024-01-21,-10,2,3,2024
2107,4,2024-01-21,-127,2,3,2024
2108,5,2024-01-21,-5,2,3,2024
2109,1,2024-01-22,-203,2,4,2024
2110,2,2024-01-22,-34,2,4,2024
2111,3,2024-01-22,-13,2,4,2024
2112,4,2024-01-22,-112,2,4,2024
2113,5,2024-01-22,-6,2,4,2024
2114,1,2024-01-23,-219,2,4,2024
2115,2,2024-01-23,-12,2,4,2024
2116,3,2024-01-23,-11,2,4,2024
2117,4,2024-01-23,-100,2,4,2024
2118,5,2024-01-23,-4,2,4,2024
2119,1,2024-01-24,-178,2,4,2024
2120,2,2024-01-24,-25,2,4,2024
2121,3,2024-01-24,-4,2,4,2024
2122,4,2024-01-24,-164,2,4,2024
2123,5,2024-01-24,-4,2,4,2024
2124,1,2024-01-25,-173,2,4,2024
2125,2,2024-01-25,-31,2,4,2024
2126,3,2024-01-25,-12,2,4,2024
2127,4,2024-01-25,-140,2,4,2024
2128,5,2024-01-25,-5,2,4,2024
2129,1,2024-01-26,-217,2,4,2024
2130,2,2024-01-26,-36,2,4,2024
2131,3,2024-01-26,-12,2,4,2024
2132,4,2024-01-26,-131,2,4,2024
2133,5,2024-01-26,-5,2,4,2024
2134,1,2024-01-27,-259,2,4,2024
2135,2,2024-01-27,-29,2,4,2024
2136,3,2024-01-27,-15,2,4,2024
2137,4,2024-01-27,-125,2,4,2024
2138,5,2024-01-27,-7,2,4,2024
2139,1,2024-01-28,-238,2,4,2024
2140,2,2024-01-28,-24,2,4,2024
2141,3,2024-01-28,-11,2,4,2024
2142,4,2024-01-28,-146,2,4,2024
2143,5,2024-01-28,-5,2,4,2024
2144,1,2024-01-29,-141,2,5,2024
2145,2,2024-01-29,-23,2,5,2024
2146,3,2024-01-29,-12,2,5,2024
2147,4,2024-01-29,-115,2,5,2024
2148,5,2024-01-29,-6,2,5,2024
2149,1,2024-01-30,-195,2,5,2024
2150,2,2024-01-30,-27,2,5,2024
2151,4,2024-01-30,-157,2,5,2024
2152,5,2024-01-30,-7,2,5,2024
2153,1,2024-01-31,-405,2,5,2024
2154,2,2024-01-31,-30,2,5,2024
2155,3,2024-01-31,-10,2,5,2024
2156,4,2024-01-31,-114,2,5,2024
2157,5,2024-01-31,-7,2,5,2024
2158,1,2024-02-01,-181,2,5,2024
2159,2,2024-02-01,-31,2,5,2024
2160,3,2024-02-01,-14,2,5,2024
2161,4,2024-02-01,-155,2,5,2024
2162,5,2024-02-01,-6,2,5,2024
2163,1,2024-02-02,-203,2,5,2024
2164,2,2024-02-02,-31,2,5,2024
2165,4,2024-02-02,-163,2,5,2024
2166,5,2024-02-02,-5,2,5,2024
2167,1,2024-02-03,-193,2,5,2024
2168,2,2024-02-03,-27,2,5,2024
2169,3,2024-02-03,-21,2,5,2024
2170,4,2024-02-03,-165,2,5,2024
2171,5,2024-02-03,-6,2,5,2024
2172,1,2024-02-04,-223,2,5,2024
2173,2,2024-02-04,-35,2,5,2024
2174,3,2024-02-04,-10,2,5,2024
2175,4,2024-02-04,-135,2,5,2024
2176,5,2024-02-04,-6,2,5,2024
2177,1,2024-02-05,-224,2,6,2024
2178,2,2024-02-05,-19,2,6,2024
2179,3,2024-02-05,-9,2,6,2024
2180,4,2024-02-05,-116,2,6,2024
